Rk,Player,AV,Sk,Def%,PD,Season,Age,Team,G,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,STSnp,ST %,Pos
1996,Damarious Randall,6,0,92,9,2018,26,CLE,15,15,0,72,13,85,2,0,4,59,0,9,0,0,1083,25,5.4,SS
1997,Taylor Rapp,6,0,74.3,8,2019,22,LAR,15,10,0,62,38,100,3,1,2,54,1,8,0,0,823,61,13.2,SS
1998,Taylor Rapp,6,1.5,95.8,6,2021,24,LAR,17,17,1.5,64,30,94,2,3,4,31,0,6,0,0,1114,54,11.7,FS
1999,Shane Ray,6,8,58,0,2016,23,DEN,16,8,8,33,15,48,6,21,0,0,0,0,0,0,666,2,0.4,LILB
2000,D.J. Reader,6,1,51.4,0,2017,23,HOU,14,14,1,23,24,47,3,6,0,0,0,0,0,0,526,56,11.4,LDE/NT
2001,D.J. Reader,6,2.5,57.7,0,2019,25,HOU,15,15,2.5,28,24,52,6,13,0,0,0,0,0,0,621,70,16.6,NT
2002,D.J. Reader,6,0,38.3,4,2022,28,CIN,10,10,0,18,9,27,1,5,0,0,0,4,0,0,397,37,8.5,LDT
2003,D.J. Reader,6,1,48.8,1,2023,29,CIN,14,14,1,20,14,34,2,7,0,0,0,1,0,0,535,51,11.1,DT
2004,Haason Reddick,6,4,75.9,5,2018,24,ARI,16,12,4,53,27,80,8,6,0,0,0,5,0,0,846,121,27.8,LLB
2005,Haason Reddick,6,12.5,78.8,4,2020,26,ARI,16,11,12.5,43,20,63,15,16,0,0,0,4,0,0,874,43,9.7,LOLB
2006,Brooks Reed,6,4,39.3,0,2017,30,ATL,16,14,4,23,18,41,6,7,0,0,0,0,0,0,413,116,27.4,LDE
2007,D.J. Reed,6,0,79,10,2021,25,SEA,14,14,0,62,16,78,0,0,2,9,0,10,0,0,1000,35,7.5,RCB
2008,Jarran Reed,6,7,68,2,2023,31,SEA,16,16,7,27,27,54,7,12,0,0,0,2,0,0,809,67,14.5,DE
2009,Jalen Reeves-Maybin,6,1,8.4,2,2023,28,DET,17,0,1,13,7,20,1,2,0,0,0,2,0,0,92,371,82.1,LB
2010,Justin Reid,6,3,90.2,7,2023,26,KAN,16,16,3,74,21,95,5,5,1,11,0,7,0,0,981,52,12.2,S
2011,Kendall Reyes,6,1,61.4,0,2014,25,SDG,16,15,1,15,17,32,2,6,0,0,0,0,0,0,643,140,31.3,LDE
2012,Vincent Rey,6,1,66.8,5,2015,28,CIN,16,8,1,64,34,98,3,2,1,0,0,5,0,0,725,162,36.6,RLB
2013,Vincent Rey,6,0,52.9,1,2017,30,CIN,14,11,0,52,33,85,1,0,1,12,0,1,0,0,606,171,38,RLB
2014,Luke Rhodes,6,0,0,0,2020,28,IND,16,0,0,3,0,3,0,0,0,0,0,0,1,0.1,0,136,30.8,LB
2015,Xavier Rhodes,6,0,94.9,18,2014,24,MIN,16,16,0,39,9,48,5,0,1,0,0,18,0,0,1027,93,20.9,RCB
2016,Xavier Rhodes,6,0,94.6,11,2015,25,MIN,16,16,0,55,3,58,1,0,1,0,0,11,0,0,1015,23,5.2,RCB
2017,Sheldon Richardson,6,5,58.9,2,2015,25,NYJ,11,11,5,20,15,35,4,15,0,0,0,2,0,0,618,28,5.9,LOLB
2018,Sheldon Richardson,6,1.5,73.5,2,2016,26,NYJ,15,14,1.5,38,24,62,13,9,0,0,0,2,0,0,761,33,7.4,LOLB
2019,Curtis Riley,6,0,95.5,5,2018,26,NYG,16,16,0,63,12,75,0,1,4,67,1,5,0,0,1048,66,14.4,FS
2020,Perry Riley,6,2,85.8,4,2014,26,WAS,14,14,2,60,33,93,8,3,0,0,0,4,0,0,888,72,15.5,RILB
2021,Elandon Roberts,6,1,41.2,4,2018,24,NWE,16,11,1,31,34,65,6,2,0,0,0,4,0,0,430,80,17.7,RLB
2022,A'Shawn Robinson,6,2,44.4,0,2021,26,LAR,17,14,2,33,34,67,2,2,0,0,0,0,0,0,516,90,19.5,LDE
2023,A'Shawn Robinson,6,0,45.7,2,2023,28,NYG,17,13,0,34,28,62,6,1,0,0,0,2,0,0,515,85,18.6,DL
2024,Bradley Roby,6,0,86,12,2018,26,DEN,15,15,0,45,5,50,1,0,1,0,0,12,0,0,926,4,0.9,LCB
2025,Dominique Rodgers-Cromartie,6,0,71.3,12,2014,28,NYG,16,15,0,36,2,38,1,0,2,26,0,12,0,0,750,43,9.1,LCB
2026,Malcolm Rodriguez,6,1,54,2,2022,23,DET,16,15,1,62,25,87,8,3,0,0,0,2,0,0,614,71,15.7,LLB
2027,Antrel Rolle,6,0,99.5,9,2014,32,NYG,16,16,0,71,16,87,1,1,3,71,0,9,0,0,1047,9,1.9,SS
2028,Eric Rowe,6,0,95.8,8,2019,27,MIA,16,15,0,54,27,81,1,0,1,35,1,8,0,0,1071,65,14,SS
2029,Eric Rowe,6,0,88.9,11,2020,28,MIA,16,14,0,66,25,91,1,2,2,26,0,11,0,0,919,14,3.1,FS
2030,Frostee Rucker,6,3,48.8,0,2015,32,ARI,13,13,3,20,8,28,7,15,0,0,0,0,0,0,510,94,20.3,RDE
2031,DeMeco Ryans,6,0,49.8,5,2015,31,PHI,14,13,0,32,17,49,0,1,1,0,0,5,0,0,605,0,0,LILB
2032,Jake Ryan,6,1,48.2,0,2017,25,GNB,15,12,1,52,29,81,4,1,0,0,0,0,0,0,507,210,49.8,LILB
2033,Logan Ryan,6,0,89.4,14,2015,24,NWE,16,14,0,58,16,74,2,0,4,39,0,14,0,0,976,52,10.6,RCB
2034,Logan Ryan,6,4,81.8,8,2018,27,TEN,14,14,4,54,22,76,4,5,0,0,0,8,0,0,856,48,11.5,LCB
2035,Logan Ryan,6,1,96.3,9,2020,29,NYG,16,15,1,68,26,94,1,4,1,15,0,9,0,0,1051,27,6.6,FS
2036,Asante Samuel Jr.,6,0,96.4,13,2023,24,LAC,17,16,0,56,7,63,1,0,2,8,0,13,0,0,1111,87,19,CB
2037,Darnell Savage Jr.,6,1,85.3,12,2020,23,GNB,15,15,1,56,19,75,3,2,4,13,0,12,0,0,876,53,12.3,FS
2038,Orlando Scandrick,6,1,84,9,2014,27,DAL,14,14,1,50,5,55,2,1,2,2,0,9,0,0,862,105,23.5,RCB
2039,Joe Schobert,6,0,79,6,2021,28,PIT,16,15,0,70,42,112,2,1,1,23,0,6,0,0,921,77,15.7,LILB
2040,Da'Norris Searcy,6,0.5,59.7,4,2014,26,BUF,15,13,0.5,44,21,65,1,3,3,70,0,4,0,0,648,135,28.8,SS
2041,George Selvie,6,3,48.6,1,2014,27,DAL,16,13,3,19,11,30,3,8,0,0,0,1,0,0,499,28,6.3,LDE
2042,Andrew Sendejo,6,0.5,82.6,4,2016,29,MIN,14,14,0.5,45,24,69,0,1,2,18,0,4,0,0,855,133,31,SS
2043,Coty Sensabaugh,6,0,94.9,8,2015,27,TEN,16,15,0,44,16,60,0,0,2,42,1,8,0,0,1000,172,38.4,RCB
2044,Jabaal Sheard,6,5,55.5,4,2016,27,NWE,15,8,5,20,13,33,7,10,0,0,0,4,0,0,579,20,4.5,RDE
2045,Jabaal Sheard,6,5.5,83.6,3,2017,28,IND,16,16,5.5,37,15,52,9,14,0,0,0,3,0,0,900,0,0,ROLB
2046,Danny Shelton,6,0,48.3,0,2015,22,CLE,16,15,0,19,17,36,4,0,0,0,0,0,0,0,506,132,30.3,NT
2047,Danny Shelton,6,1.5,66.9,0,2016,23,CLE,16,16,1.5,32,27,59,2,6,0,0,0,0,0,0,745,7,1.6,NT
2048,Derrick Shelby,6,1,37.8,0,2017,28,ATL,16,14,1,16,14,30,3,1,0,0,0,0,0,0,397,75,17.7,RDE
2049,Kelvin Sheppard,6,0,61.4,2,2015,27,MIA,16,13,0,75,30,105,13,0,0,0,0,2,0,0,707,175,38.1,MLB
2050,Zach Sieler,6,2,46,3,2021,26,MIA,17,9,2,33,29,62,6,3,0,0,0,3,0,0,518,179,38.5,RDT
2051,Zach Sieler,6,3.5,76.7,4,2022,27,MIA,17,15,3.5,41,29,70,7,12,0,0,0,4,0,0,877,186,41.1,RDE
2052,Isaiah Simmons,6,4,80.6,7,2022,24,ARI,17,13,4,68,31,99,5,4,2,61,1,7,0,0,896,0,0,LILB
2053,Jeffery Simmons,6,5.5,57.2,1,2023,26,TEN,12,12,5.5,30,14,44,10,11,0,0,0,1,6,0.6,658,61,13.4,DT
2054,John Simon,6,5,61.1,0,2015,25,HOU,16,8,5,39,14,53,3,11,0,0,0,0,0,0,638,170,35.8,ROLB
2055,Alex Singleton,6,0,67.5,3,2022,29,DEN,17,12,0,101,62,163,6,3,0,0,0,3,0,0,772,198,41.3,RILB
2056,Alex Singleton,6,2,96.5,4,2023,30,DEN,17,16,2,106,71,177,6,6,0,0,0,4,0,0,1090,38,8.2,LB
2057,Buster Skrine,6,1,90.6,9,2017,28,NYJ,15,15,1,56,7,63,2,2,1,0,0,9,0,0,1011,81,17.2,LCB
2058,Darius Slay,6,0,96.8,17,2014,23,DET,16,16,0,48,13,61,1,0,2,42,0,17,0,0,1012,30,7.1,LCB
2059,Darius Slay,6,0,69.6,14,2023,32,PHI,12,12,0,48,9,57,1,0,2,86,1,14,0,0,809,0,0,CB
2060,Daryl Smith,6,0,44.8,1,2016,34,TAM,16,11,0,28,7,35,3,0,1,-5,0,1,0,0,476,72,16.4,LLB
2061,Harrison Smith,6,0.5,95.9,10,2020,31,MIN,16,16,0.5,54,35,89,2,5,5,33,0,10,0,0,1030,80,17.9,SS
2062,Jimmy Smith,6,1,94.1,10,2015,27,BAL,16,16,1,48,6,54,0,1,3,24,1,10,0,0,994,0,0,RCB
2063,Jimmy Smith,6,0,54.9,9,2017,29,BAL,12,12,0,26,2,28,1,0,3,58,1,9,0,0,600,0,0,RCB
2064,Sean Smith,6,0,97.6,16,2014,27,KAN,16,16,0,47,3,50,0,0,1,34,0,16,0,0,1037,1,0.2,RCB
2065,Telvin Smith,6,2,63,4,2014,23,JAX,16,9,2,72,32,104,9,1,1,15,0,4,0,0,708,171,36.6,RLB
2066,Za'Darius Smith,6,8.5,66.7,2,2018,26,BAL,16,8,8.5,26,19,45,10,25,0,0,0,2,0,0,690,26,5.8,ROLB
2067,L'Jarius Sneed,6,3.5,96.4,11,2022,25,KAN,17,17,3.5,75,33,108,5,5,3,57,0,11,0,0,1107,38,8.3,LCB
2068,L'Jarius Sneed,6,0,91.1,14,2023,26,KAN,16,16,0,60,18,78,5,3,2,4,0,14,0,0,991,4,0.9,CB
2069,Paul Soliai,6,1,46.5,0,2014,31,ATL,15,14,1,20,10,30,6,1,0,0,0,0,0,0,504,90,19.9,LDT
2070,Akeem Spence,6,2,61.1,0,2018,27,MIA,16,16,2,23,19,42,6,9,0,0,0,0,0,0,665,83,18.5,RDT
2071,Brandon Spikes,6,1,46.3,3,2014,27,BUF,16,10,1,33,21,54,6,1,0,0,0,3,0,0,503,95,20.3,MLB
2072,Randy Starks,6,4.5,51.1,1,2014,31,MIA,15,15,4.5,18,10,28,6,6,0,0,0,1,0,0,541,74,16.4,LDT
2073,Randy Starks,6,1,44.5,0,2015,32,CLE,15,15,1,14,15,29,5,5,0,0,0,0,0,0,466,6,1.4,LDT
2074,Brandon Stephens,6,0,93.3,11,2023,26,BAL,16,16,0,57,17,74,2,0,2,56,0,11,0,0,1079,98,20.7,DB
2075,Tyrique Stevenson,6,0,77.4,16,2023,23,CHI,16,16,0,65,21,86,1,0,4,45,0,16,0,0,829,125,28.2,DB
2076,Darian Stewart,6,0,77.4,10,2015,27,DEN,15,13,0,48,15,63,2,1,1,0,0,10,0,0,848,60,12.8,FS
2077,Darian Stewart,6,0,89.9,5,2017,29,DEN,16,15,0,52,11,63,3,0,3,33,0,5,0,0,888,5,1.1,FS
2078,Darian Stewart,6,1,81.2,3,2018,30,DEN,14,14,1,46,14,60,0,2,2,3,0,3,0,0,874,0,0,SS
2079,Geno Stone,6,0,82.2,9,2023,24,BAL,17,11,0,44,24,68,0,0,7,101,0,9,0,0,951,231,48.8,SS/FS
2080,Cameron Sutton,6,0,93.4,6,2021,26,PIT,16,16,0,44,8,52,4,0,2,4,0,6,0,0,1089,101,20.6,RCB
2081,D.J. Swearinger,6,1,93,10,2018,27,WAS,15,15,1,42,11,53,0,1,4,33,0,10,0,0,961,0,0,FS
2082,Josh Sweat,6,6.5,71.3,1,2023,26,PHI,17,17,6.5,30,13,43,7,23,0,0,0,1,0,0,828,7,1.6,DE
2083,Montez Sweat,6,7,64,2,2019,23,WAS,16,16,7,31,19,50,8,13,0,0,0,2,0,0,724,93,21.5,LOLB
2084,Sione Takitaki,6,1,40.3,1,2020,25,CLE,15,12,1,41,26,67,2,2,1,50,1,1,0,0,434,223,52.5,RLB
2085,Alontae Taylor,6,1,85.8,14,2023,25,NOR,17,13,1,56,19,75,6,1,2,16,0,14,0,0,950,68,14.6,CB
2086,Jamar Taylor,6,0.5,90.4,10,2017,27,CLE,16,15,0.5,48,14,62,3,1,0,0,0,10,0,0,965,117,27.1,RCB
2087,Manti Te'o,6,0.5,70.9,2,2015,24,SDG,12,12,0.5,63,20,83,4,3,1,11,0,2,0,0,710,21,4.6,LILB
2088,AJ Terrell,6,0,93.5,11,2023,25,ATL,17,17,0,34,11,45,4,0,0,0,0,11,0,0,1065,0,0,CB
2089,Darian Thompson,6,0,96.6,6,2017,24,NYG,16,16,0,61,14,75,2,2,1,0,0,6,0,0,1064,115,25.6,FS
2090,J.T. Thomas,6,0,63.5,5,2014,26,JAX,16,10,0,51,34,85,2,0,2,10,0,5,0,0,713,200,42.8,MLB
2091,Jalen Thompson,6,0,98.7,8,2022,24,ARI,17,17,0,79,31,110,1,1,1,0,0,8,0,0,1097,16,3.5,SS
2092,Shaq Thompson,6,0,49.9,5,2016,22,CAR,14,12,0,39,17,56,4,2,1,12,0,5,0,0,534,148,30.8,LLB
2093,Shaq Thompson,6,2,64.3,1,2017,23,CAR,14,14,2,41,20,61,6,6,0,0,0,1,0,0,640,117,26.7,LLB
2094,Shaq Thompson,6,3,87,3,2019,25,CAR,14,14,3,75,34,109,11,4,0,0,0,3,0,0,961,98,20.6,LILB
2095,Shaq Thompson,6,0,97.4,5,2020,26,CAR,16,15,0,64,50,114,6,2,0,0,0,5,0,0,1031,90,21.4,LLB
2096,Shaq Thompson,6,2,73.3,5,2021,27,CAR,14,13,2,65,39,104,9,6,2,39,0,5,0,0,798,33,7.3,LLB
2097,Solomon Thomas,6,3,61.9,0,2017,22,SFO,14,12,3,34,7,41,10,11,0,0,0,0,0,0,696,58,12.5,RDE
2098,Solomon Thomas,6,1,60,0,2018,23,SFO,16,13,1,24,7,31,3,6,0,0,0,0,0,0,644,86,18.6,LDE
2099,Juan Thornhill,6,0,90.1,5,2019,24,KAN,16,16,0,42,16,58,0,0,3,46,1,5,0,0,996,48,11.4,FS
2100,Jerry Tillery,6,3,72,2,2020,24,LAC,16,11,3,19,11,30,3,14,0,0,0,2,0,0,747,87,19,DE
2101,Jerry Tillery,6,4.5,73.9,0,2021,25,LAC,16,15,4.5,24,27,51,6,14,0,0,0,0,0,0,860,51,11.4,LDE
2102,Lawrence Timmons,6,0,75.7,3,2017,31,MIA,14,14,0,58,26,84,5,3,0,0,0,3,0,0,792,6,1.3,RLB
2103,Dalvin Tomlinson,6,1,53.4,1,2017,23,NYG,16,16,1,30,20,50,1,1,0,0,0,1,0,0,588,114,25.3,RDT
2104,Dalvin Tomlinson,6,0,57.2,0,2018,24,NYG,16,16,0,28,31,59,5,0,0,0,0,0,0,0,628,137,29.8,RDE/NT
2105,Dalvin Tomlinson,6,2.5,47.5,0,2022,28,MIN,13,13,2.5,20,22,42,3,10,0,0,0,0,0,0,551,36,7.3,RDE
2106,Desmond Trufant,6,0,99.4,16,2014,24,ATL,16,16,0,53,8,61,1,0,3,19,0,16,0,0,1076,60,13.3,RCB
2107,Joe Tryon-Shoyinka,6,5,51.4,1,2023,24,TAM,17,12,5,28,17,45,7,7,0,0,0,1,0,0,579,79,18.4,OLB
2108,Justin Tuck,6,5,57.5,3,2014,31,OAK,15,12,5,28,15,43,11,15,1,7,0,3,0,0,640,80,16.1,LDE
2109,Stephon Tuitt,6,3,58.1,2,2017,24,PIT,12,12,3,19,6,25,8,12,0,0,0,2,0,0,570,88,19.9,RDE
2110,Courtney Upshaw,6,0,48.4,1,2014,25,BAL,16,14,0,25,17,42,4,2,0,0,0,1,0,0,523,77,17.1,ROLB
2111,Kenny Vaccaro,6,2,71.4,4,2018,27,TEN,13,13,2,41,17,58,3,4,1,0,0,4,0,0,747,35,8.4,SS
2112,Kenny Vaccaro,6,1,95.9,5,2019,28,TEN,16,16,1,51,33,84,3,6,1,2,0,5,0,0,1063,60,13.5,SS
2113,Andrew Van Ginkel,6,6,65.7,8,2023,28,MIA,17,11,6,42,27,69,8,19,1,33,1,8,0,0,726,138,30.3,LOLB
2114,Olivier Vernon,6,6.5,79.2,0,2014,24,MIA,16,16,6.5,31,15,46,9,13,0,0,0,0,0,0,839,82,18.1,RDE
2115,Olivier Vernon,6,7,60.6,1,2018,28,NYG,11,11,7,23,7,30,5,21,0,0,0,1,0,0,665,0,0,ROLB
2116,Olivier Vernon,6,9,74.7,3,2020,30,CLE,14,13,9,24,12,36,12,16,0,0,0,3,0,0,805,67,15.8,RDE
2117,Nick Vigil,6,1,59.5,1,2021,28,MIN,16,12,1,45,40,85,4,3,1,38,1,1,0,0,719,198,40.5,RLB
2118,Erik Walden,6,6,62.5,0,2014,29,IND,15,14,6,25,12,37,9,19,0,0,0,0,0,0,657,0,0,RDE
2119,Erik Walden,6,3,69.1,0,2015,30,IND,15,15,3,28,14,42,9,12,0,0,0,0,0,0,786,0,0,RDE
2120,DeMarcus Walker,6,3.5,66.6,0,2023,29,CHI,17,12,3.5,17,13,30,9,16,0,0,0,0,0,0,713,35,7.9,DL
2121,Mykal Walker,6,1,68.5,6,2022,25,ATL,16,12,1,56,51,107,4,1,2,33,0,6,0,0,769,5,1.1,MLB
2122,Quay Walker,6,2.5,76.4,3,2023,23,GNB,14,14,2.5,59,59,118,7,5,1,37,1,3,0,0,849,59,13.8,LB
2123,Travon Walker,6,3.5,67.8,2,2022,22,JAX,15,14,3.5,24,25,49,5,10,1,9,0,2,0,0,788,59,14,ROLB
2124,Charvarius Ward,6,0,89.5,11,2022,26,SFO,17,17,0,59,28,87,3,0,1,9,0,11,0,0,959,49,11.2,RCB
2125,Denzel Ward,6,0,68.7,15,2022,25,CLE,14,14,0,42,11,53,1,1,3,0,0,15,0,0,748,52,11.7,LCB
2126,Jimmie Ward,6,0,91.4,6,2021,30,SFO,16,16,0,51,26,77,1,0,2,27,1,6,0,0,992,91,20.4,FS
2127,T.J. Ward,6,1,86,8,2016,30,DEN,14,14,1,69,18,87,1,5,1,23,0,8,0,0,987,0,0,SS
2128,J.J. Watt,6,12.5,73.4,7,2022,33,ARI,16,16,12.5,30,9,39,18,25,0,0,0,7,0,0,815,0,0,LDE
2129,Devin White,6,2.5,79.4,6,2023,25,TAM,14,13,2.5,49,34,83,5,9,2,36,0,6,0,0,894,7,1.6,LB
2130,Jordan Whitehead,6,0,99.3,8,2022,25,NYJ,17,17,0,58,31,89,4,0,2,5,0,8,0,0,1130,27,5.9,FS
2131,Jordan Whitehead,6,0.5,94.8,9,2023,26,NYJ,17,17,0.5,65,32,97,3,1,4,6,0,9,0,0,1078,0,0,SS
2132,Michael Wilhoite,6,0,54.1,1,2015,29,SFO,12,12,0,62,23,85,3,0,1,0,0,1,0,0,616,92,20.5,RILB
2133,Muhammad Wilkerson,6,6,70.6,5,2014,25,NYJ,13,13,6,31,25,56,13,21,0,0,0,5,0,0,718,56,12,LDE
2134,Muhammad Wilkerson,6,3.5,62.5,4,2017,28,NYJ,13,12,3.5,26,20,46,4,6,1,3,0,4,0,0,698,48,10.2,RDE
2135,Avery Williamson,6,3,71,4,2014,22,TEN,16,12,3,51,27,78,7,6,0,0,0,4,0,0,812,258,55,RILB
2136,Brandon Williams,6,0,43.5,2,2017,28,BAL,12,12,0,18,12,30,5,2,0,0,0,2,0,0,475,35,7.4,LDE
2137,Brandon Williams,6,0,33.3,2,2020,31,BAL,13,13,0,19,14,33,2,1,0,0,0,2,0,0,356,47,11.2,NT
2138,Cary Williams,6,0,99.3,9,2014,30,PHI,16,16,0,55,4,59,2,0,2,-1,0,9,0,0,1155,35,6.7,RCB
2139,Dan Williams,6,1,49.4,1,2015,28,OAK,16,15,1,33,15,48,3,5,0,0,0,1,0,0,569,89,18.5,LDT
2140,DeShawn Williams,6,2,40.1,3,2020,28,DEN,14,11,2,20,17,37,4,6,1,1,0,3,0,0,436,91,19.3,NT
2141,Jonah Williams,6,2,52.7,1,2023,28,LAR,17,16,2,20,29,49,4,4,0,0,0,1,0,0,598,165,35.6,DE
2142,Kyle Williams,6,3,68.2,2,2017,34,BUF,16,16,3,21,20,41,3,9,0,0,0,2,1,0.1,756,78,17.8,LDT
2143,Leonard Williams,6,0.5,33.2,3,2019,25,NYGNYJ,15,12,0.5,21,25,46,2,16,0,0,0,3,0,0,735,90,10,LDE
2144,Leonard Williams,6,2.5,53.4,0,2022,28,NYG,12,12,2.5,26,19,45,5,12,0,0,0,0,0,0,604,46,9.8,RDE
2145,Marcus Williams,6,0,92.7,8,2021,25,NOR,16,16,0,52,22,74,0,0,2,56,0,8,0,0,1036,3,0.6,FS
2146,Nick Williams,6,0.5,54.6,1,2021,31,DET,17,17,0.5,14,13,27,4,2,0,0,0,1,0,0,623,13,2.9,RDE
2147,Quinnen Williams,6,7,51.5,3,2020,23,NYJ,13,13,7,32,23,55,10,14,0,0,0,3,0,0,587,73,16.4,RDE
2148,Quinnen Williams,6,6,51.6,3,2021,24,NYJ,15,15,6,36,17,53,7,12,0,0,0,3,0,0,613,72,15.4,LDT
2149,Shawn Williams,6,1,83.9,5,2016,25,CIN,15,15,1,59,22,81,3,8,3,14,0,5,0,0,912,35,7.9,SS
2150,Sylvester Williams,6,0,39.4,1,2014,26,DEN,16,13,0,17,4,21,4,2,0,0,0,1,0,0,426,30,6.1,LDT
2151,Trevor Williams,6,0,95.9,13,2017,24,LAC,16,15,0,48,8,56,2,0,2,28,0,13,0,0,1005,82,19.1,RCB
2152,Tramon Williams,6,0,99.5,2,2018,35,GNB,16,16,0,40,14,54,0,0,0,0,0,2,0,0,1059,49,10.4,SS/LCB
2153,Damien Wilson,6,0,49.1,1,2020,27,KAN,13,13,0,46,27,73,3,0,0,0,0,1,0,0,528,82,18.6,MLB
2154,Donovan Wilson,6,5,83.7,2,2022,27,DAL,17,17,5,77,24,101,7,9,1,0,0,2,0,0,960,47,9.9,FS
2155,Jarrod Wilson,6,0,99.9,4,2019,25,JAX,16,16,0,57,22,79,6,2,2,4,0,4,0,0,1051,135,30.9,FS
2156,Antoine Winfield Jr.,6,3,97.3,6,2020,22,TAM,16,16,3,64,30,94,1,4,1,16,0,6,0,0,1034,84,18.3,SS
2157,Chase Winovich,6,5.5,58.4,2,2020,25,NWE,16,9,5.5,33,15,48,6,12,1,0,0,2,0,0,594,184,46.3,LDE
2158,Deatrich Wise Jr.,6,2.5,55.6,0,2020,26,NWE,16,7,2.5,27,22,49,2,11,0,0,0,0,0,0,565,44,11.1,LDE
2159,Deatrich Wise Jr.,6,3,48.3,4,2021,27,NWE,16,9,3,28,13,41,4,9,0,0,0,4,0,0,521,45,10.3,LDE
2160,Ahkello Witherspoon,6,0,93.5,14,2023,28,LAR,17,17,0,43,9,52,3,0,3,17,0,14,0,0,1060,2,0.4,DB
2161,Devon Witherspoon,6,3,74.3,16,2023,23,SEA,14,13,3,56,23,79,8,4,1,97,1,16,0,0,883,0,0,CB
2162,D.J. Wonnum,6,8,78.8,4,2021,24,MIN,17,14,8,29,18,47,7,15,0,0,0,4,0,0,952,84,17.2,LDE
2163,Al Woods,6,1,52.4,0,2017,30,IND,16,16,1,20,24,44,5,2,0,0,0,0,0,0,564,76,16.8,NT
2164,Al Woods,6,2,32.4,1,2022,35,SEA,14,14,2,27,12,39,5,3,0,0,0,1,0,0,375,50,10.7,NT
2165,Charles Woodson,6,1,98.7,8,2014,38,OAK,16,16,1,83,30,113,4,1,4,35,0,8,0,0,1100,105,21.1,FS
2166,Wesley Woodyard,6,5,47.2,0,2015,29,TEN,16,12,5,54,33,87,5,6,0,0,0,0,0,0,497,203,45.3,LILB
2167,Wesley Woodyard,6,2,56.3,5,2016,30,TEN,16,10,2,42,15,57,6,4,1,21,0,5,0,0,614,210,45.7,LILB
2168,Xavier Woods,6,0,90.6,5,2019,24,DAL,15,15,0,52,25,77,1,0,2,38,0,5,0,0,978,115,26.1,FS
2169,Xavier Woods,6,0,86.5,6,2022,27,CAR,15,15,0,53,33,86,0,1,0,0,0,6,0,0,1000,30,6.4,FS
2170,Daryl Worley,6,1,72.9,10,2017,22,CAR,15,14,1,50,14,64,4,1,2,0,0,10,0,0,726,131,29.8,RCB
2171,Chris Wormley,6,7,62.5,3,2021,28,PIT,15,14,7,29,22,51,6,10,0,0,0,3,0,0,729,113,23.1,LDE
2172,Kenny Young,6,1,46,2,2020,26,LAR,16,6,1,31,21,52,3,2,1,79,1,2,0,0,471,53,12.1,RILB
2173,Kenny Young,6,2,28.6,1,2021,27,DENLAR,13,13,2,41,34,75,6,2,0,0,0,1,0,0,645,0,0,RILB
2174,Tavon Young,6,0,79.5,8,2016,22,BAL,16,11,0,44,9,53,2,1,2,22,0,8,0,0,832,144,31.2,LCB
2175,Isa Abdul-Quddus,5,1,82.6,5,2016,27,MIA,15,15,1,50,28,78,2,5,2,16,0,5,0,0,951,26,5.6,SS
2176,Johnathan Abram,5,0,78.6,6,2020,24,LVR,13,13,0,60,26,86,3,4,2,29,0,6,0,0,856,108,23.2,SS
2177,Kenneth Acker,5,0,70.9,8,2015,23,SFO,15,13,0,55,10,65,2,0,3,45,0,8,0,0,807,183,40.8,RCB
2178,Andrew Adams,5,0,67.3,5,2016,24,NYG,14,13,0,31,15,46,1,1,1,19,0,5,0,0,747,112,24.6,FS
2179,Andrew Adams,5,0,62.2,3,2022,30,TEN,13,11,0,44,18,62,0,1,1,76,1,3,0,0,727,98,21.9,FS
2180,Jamal Adams,5,0,68.9,5,2021,26,SEA,12,12,0,56,31,87,4,2,2,0,0,5,0,0,872,0,0,SS
2181,Tony Adams,5,0,77.3,5,2023,24,NYJ,15,15,0,54,28,82,6,0,3,50,0,5,0,0,879,39,8,S
2182,Tyrell Adams,5,2,73.3,4,2020,28,HOU,16,12,2,76,49,125,5,3,0,0,0,4,0,0,812,122,27.4,RILB
2183,Nasir Adderley,5,0,85.5,3,2020,23,LAC,15,14,0,58,11,69,0,1,1,39,0,3,0,0,887,125,27.2,FS
2184,Nasir Adderley,5,0,84.2,4,2022,25,LAC,16,15,0,39,23,62,1,0,2,30,0,4,0,0,882,112,24.2,SS
2185,Jaire Alexander,5,0.5,71.4,11,2018,21,GNB,13,11,0.5,61,5,66,3,1,1,27,0,11,0,0,760,72,15.3,LCB
2186,Kwon Alexander,5,3,74.2,9,2015,21,TAM,12,12,3,59,34,93,6,5,2,15,0,9,0,0,813,62,13.9,MLB
2187,Kwon Alexander,5,3.5,47.9,2,2021,27,NOR,12,8,3.5,39,11,50,7,7,1,0,0,2,0,0,535,3,0.6,LLB
2188,Lorenzo Alexander,5,3,60.6,1,2017,34,BUF,16,11,3,59,15,74,7,15,0,0,0,1,0,0,672,251,57.4,LLB
2189,Maurice Alexander,5,1,84.3,4,2016,25,LAR,14,14,1,38,12,50,1,1,2,19,0,4,0,0,919,63,14,FS
2190,Robert Alford,5,0,97.3,19,2016,28,ATL,16,16,0,50,11,61,1,0,2,34,1,19,0,0,1081,141,29.7,LCB
